gridid,glat,glon,gpop,vmax_gust,vmax_sust,sust_duration
17045,  39.6359, -87.7154,  18576,  0.00000,  0.00000,    0
17047,  38.4025, -88.0406,   6721,  0.00000,  0.00000,    0
17049,  39.0947, -88.5760,  34242,  0.00000,  0.00000,    0
17051,  38.9978, -89.0333,  22140,  0.00000,  0.00000,    0
17053,  40.5274, -88.2175,  14081,  0.00000,  0.00000,    0
17055,  37.9621, -88.9533,  39561,  0.00000,  0.00000,    0
17057,  40.5220, -90.1194,  37069,  0.00000,  0.00000,    0
17059,  37.7700, -88.2386,   5589,  0.00000,  0.00000,    0
17061,  39.3722, -90.3735,  13886,  0.00000,  0.00000,    0
17063,  41.3453, -88.3474,  50063,  0.00000,  0.00000,    0
17065,  38.0922, -88.5577,   8457,  0.00000,  0.00000,    0
17067,  40.4257, -91.2031,  19104,  0.00000,  0.00000,    0
17069,  37.4785, -88.2906,   4320,  0.00000,  0.00000,    0
17071,  40.8288, -90.9448,   7331,  0.00000,  0.00000,    0
17073,  41.3488, -90.1348,  50486,  0.00000,  0.00000,    0
17075,  40.7636, -87.8344,  29718,  0.00000,  0.00000,    0
17077,  37.7478, -89.2740,  60218,  0.00000,  0.00000,    0
17079,  39.0038, -88.1599,   9698,  0.00000,  0.00000,    0
17081,  38.3085, -88.9108,  38827,  0.00000,  0.00000,    0
17083,  39.0729, -90.3204,  22985,  0.00000,  0.00000,    0
17085,  42.4113, -90.3059,  22678,  0.00000,  0.00000,    0
17087,  37.4746, -88.8824,  12582,  0.00000,  0.00000,    0
17089,  41.9181, -88.3313, 515269,  0.00000,  0.00000,    0
17091,  41.1486, -87.8509, 113449,  0.00000,  0.00000,    0
17093,  41.6637, -88.3791, 114736,  0.00000,  0.00000,    0
17095,  40.9370, -90.3286,  52919,  0.00000,  0.00000,    0
17097,  42.3131, -87.9695, 703462,  0.00000,  0.00000,    0
17099,  41.3508, -88.8960, 113924,  0.00000,  0.00000,    0
17101,  38.7183, -87.7483,  16833,  0.00000,  0.00000,    0
17103,  41.8102, -89.3982,  36031,  0.00000,  0.00000,    0
17105,  40.9070, -88.5732,  38950,  0.00000,  0.00000,    0
17107,  40.1408, -89.3615,  30305,  0.00000,  0.00000,    0
17109,  40.4695, -90.6693,  32612,  0.00000,  0.00000,    0
17111,  42.2715, -88.3499, 308760,  0.00000,  0.00000,    0
17113,  40.4941, -88.9550, 169572,  0.00000,  0.00000,    0
17115,  39.8512, -88.9471, 110768,  0.00000,  0.00000,    0
17117,  39.1940, -89.8770,  47765,  0.00000,  0.00000,    0
17119,  38.8014, -90.0181, 269282,  0.00000,  0.00000,    0
17121,  38.5907, -89.0170,  39437,  0.00000,  0.00000,    0
17123,  41.0430, -89.3156,  12640,  0.00000,  0.00000,    0
17125,  40.2865, -89.8989,  14666,  0.00000,  0.00000,    0
17127,  37.1786, -88.7141,  15429,  0.00000,  0.00000,    0
17129,  39.9973, -89.7995,  12705,  0.00000,  0.00000,    0
17131,  41.2140, -90.6872,  16434,  0.00000,  0.00000,    0
17133,  38.3585, -90.1712,  32957,  0.00000,  0.00000,    0
17135,  39.1990, -89.5053,  30104,  0.00000,  0.00000,    0
17137,  39.7182, -90.2312,  35547,  0.00000,  0.00000,    0
17139,  39.6320, -88.6144,  14846,  0.00000,  0.00000,    0
17141,  42.0287, -89.2561,  53497,  0.00000,  0.00000,    0
17143,  40.7429, -89.6390, 186494,  0.00000,  0.00000,    0
17145,  38.0585, -89.3239,  22350,  0.00000,  0.00000,    0
17147,  40.0070, -88.5816,  16729,  0.00000,  0.00000,    0
17149,  39.6213, -90.8591,  16430,  0.00000,  0.00000,    0
17151,  37.3989, -88.5499,   4470,  0.00000,  0.00000,    0
17153,  37.1995, -89.1348,   6161,  0.00000,  0.00000,    0
17155,  41.2293, -89.2709,   6006,  0.00000,  0.00000,    0
17157,  38.0555, -89.8093,  33476,  0.00000,  0.00000,    0
17159,  38.7259, -88.0883,  16233,  0.00000,  0.00000,    0
17161,  41.4891, -90.5040, 147546,  0.00000,  0.00000,    0
17163,  38.5502, -90.0007, 270056,  0.00000,  0.00000,    0
17165,  37.7548, -88.5364,  24913,  0.00000,  0.00000,    0
17167,  39.7728, -89.6529, 197465,  0.00000,  0.00000,    0
17169,  40.1312, -90.5686,   7544,  0.00000,  0.00000,    0
17171,  39.6457, -90.4628,   5355,  0.00000,  0.00000,    0
17173,  39.3965, -88.8021,  22363,  0.00000,  0.00000,    0
17175,  41.0984, -89.7924,   5994,  0.00000,  0.00000,    0
17177,  42.3241, -89.6445,  47711,  0.00000,  0.00000,    0
17179,  40.6029, -89.5341, 135394,  0.00000,  0.00000,    0
17181,  37.4686, -89.2365,  17808,  0.00000,  0.00000,    0
17183,  40.1497, -87.6548,  81625,  0.00000,  0.00000,    0
17185,  38.4313, -87.7896,  11947,  0.00000,  0.00000,    0
17187,  40.8906, -90.6364,  17707,  0.00000,  0.00000,    0
17189,  38.3594, -89.3939,  14716,  0.00000,  0.00000,    0
17191,  38.4069, -88.4225,  16760,  0.00000,  0.00000,    0
17193,  38.0900, -88.1922,  14665,  0.00000,  0.00000,    0
17195,  41.7808, -89.8232,  58498,  0.00000,  0.00000,    0
17197,  41.5651, -88.0573, 677560,  0.00000,  0.00000,    0
17199,  37.7557, -88.9750,  66357,  0.00000,  0.00000,    0
17201,  42.3071, -89.0623, 295266,  0.00000,  0.00000,    0
17203,  40.7712, -89.2903,  38664,  0.00000,  0.00000,    0
18001,  40.7538, -84.9343,  34387,  0.00000,  0.00000,    0
18003,  41.0986, -85.1223, 355329,  0.00000,  0.00000,    0
18005,  39.2168, -85.9028,  76794,  0.00000,  0.00000,    0
18007,  40.5751, -87.2914,   8854,  0.00000,  0.00000,    0
18009,  40.4697, -85.3442,  12766,  0.00000,  0.00000,    0
18011,  40.0130, -86.3987,  56640,  0.00000,  0.00000,    0
18013,  39.2362, -86.2097,  15242,  0.00000,  0.00000,    0
18015,  40.5790, -86.6001,  20155,  0.00000,  0.00000,    0
18017,  40.7471, -86.3396,  38966,  0.00000,  0.00000,    0
18019,  38.3715, -85.7320, 110232,  0.00000,  0.00000,    0
18021,  39.4691, -87.1242,  26890,  0.00000,  0.00000,    0
18023,  40.2982, -86.5123,  33224,  0.00000,  0.00000,    0
18025,  38.3134, -86.4235,  10713,  0.00000,  0.00000,    0
18027,  38.6970, -87.0981,  31648,  0.00000,  0.00000,    0
18029,  39.1446, -84.9209,  50047,  0.00000,  0.00000,    0
18031,  39.3200, -85.4942,  25740,  0.00000,  0.00000,    0
18033,  41.3782, -85.0343,  42223,  0.00000,  0.00000,    0
18035,  40.2052, -85.4020, 117671,  0.00000,  0.00000,    0
18037,  38.3571, -86.9140,  41889,  0.00000,  0.00000,    0
18039,  41.6377, -85.9067, 197559,  0.00000,  0.00000,    0
18041,  39.6408, -85.1475,  24277,  0.00000,  0.00000,    0
18043,  38.3215, -85.8557,  74578,  0.00000,  0.00000,    0
18045,  40.1521, -87.2719,  17240,  0.00000,  0.00000,    0
18047,  39.4019, -85.0703,  23087,  0.00000,  0.00000,    0
18049,  41.0594, -86.2201,  20836,  0.00000,  0.00000,    0
18051,  38.3092, -87.5467,  33503,  0.00000,  0.00000,    0
18053,  40.5253, -85.6444,  70061,  0.00000,  0.00000,    0
18055,  39.0523, -86.9922,  33165,  0.00000,  0.00000,    0
18057,  40.0025, -86.0598, 274569,  0.00000,  0.00000,    0
18059,  39.8117, -85.8241,  70002,  0.00000,  0.00000,    0
18061,  38.2337, -86.0975,  39364,  0.00000,  0.00000,    0
18063,  39.7728, -86.4150, 145448,  0.00000,  0.00000,    0
18065,  39.9286, -85.4037,  49462,  0.00000,  0.00000,    0
18067,  40.4707, -86.1330,  82752,  0.00000,  0.00000,    0
18069,  40.8702, -85.4871,  37124,  0.00000,  0.00000,    0
18071,  38.9259, -85.9427,  42376,  0.00000,  0.00000,    0
18073,  41.0758, -87.1494,  33478,  0.00000,  0.00000,    0
18075,  40.4284, -85.0330,  21253,  0.00000,  0.00000,    0
18077,  38.7590, -85.4337,  32428,  0.00000,  0.00000,    0
18079,  39.0052, -85.6488,  28525,  0.00000,  0.00000,    0
18081,  39.5533, -86.1136, 139654,  0.00000,  0.00000,    0
18083,  38.6986, -87.4577,  38440,  0.00000,  0.00000,    0
18085,  41.2668, -85.8305,  77358,  0.00000,  0.00000,    0
18087,  41.6324, -85.4612,  37128,  0.00000,  0.00000,    0
18089,  41.5262, -87.4081, 496005,  0.00000,  0.00000,    0
18091,  41.6318, -86.7910, 111467,  0.00000,  0.00000,    0
18093,  38.8464, -86.4957,  46134,  0.00000,  0.00000,    0
18095,  40.1141, -85.7089, 131636,  0.00000,  0.00000,    0
18097,  39.7913, -86.1359, 903393,  0.00000,  0.00000,    0
18099,  41.3472, -86.2731,  47051,  0.00000,  0.00000,    0
18101,  38.6784, -86.8481,  10334,  0.00000,  0.00000,    0
18103,  40.7307, -86.0739,  36903,  0.00000,  0.00000,    0
18105,  39.1629, -86.5377, 137974,  0.00000,  0.00000,    0
18107,  40.0351, -86.9001,  38124,  0.00000,  0.00000,    0
18109,  39.5123, -86.3993,  68894,  0.00000,  0.00000,    0
18111,  40.9941, -87.3804,  14244,  0.00000,  0.00000,    0
18113,  41.4139, -85.3912,  47536,  0.00000,  0.00000,    0
18115,  38.9545, -84.9113,   6128,  0.00000,  0.00000,    0
18117,  38.5622, -86.4970,  19840,  0.00000,  0.00000,    0
18119,  39.3156, -86.7998,  21575,  0.00000,  0.00000,    0
18121,  39.7583, -87.2280,  17339,  0.00000,  0.00000,    0
18123,  38.0093, -86.7052,  19338,  0.00000,  0.00000,    0
18125,  38.4248, -87.2339,  12845,  0.00000,  0.00000,    0
18127,  41.5137, -87.1053, 164343,  0.00000,  0.00000,    0
18129,  38.0132, -87.8231,  25910,  0.00000,  0.00000,    0
18131,  41.0506, -86.6853,  13402,  0.00000,  0.00000,    0
18133,  39.6461, -86.8356,  37963,  0.00000,  0.00000,    0
18135,  40.1686, -84.9971,  26171,  0.00000,  0.00000,    0
18137,  39.1594, -85.2184,  28818,  0.00000,  0.00000,    0
18139,  39.6236, -85.4746,  17392,  0.00000,  0.00000,    0
18141,  41.6754, -86.2287, 266931,  0.00000,  0.00000,    0
18143,  38.6982, -85.7627,  24181,  0.00000,  0.00000,    0
18145,  39.5360, -85.7898,  44436,  0.00000,  0.00000,    0
18147,  38.0155, -87.0111,  20952,  0.00000,  0.00000,    0
18149,  41.2829, -86.6320,  23363,  0.00000,  0.00000,    0
18151,  41.6495, -85.0107,  34185,  0.00000,  0.00000,    0
18153,  39.1031, -87.3910,  21475,  0.00000,  0.00000,    0
18155,  38.8198, -85.0235,  10613,  0.00000,  0.00000,    0
18157,  40.4179, -86.8870, 172780,  0.00000,  0.00000,    0
18159,  40.3088, -86.0506,  15936,  0.00000,  0.00000,    0
18161,  39.6186, -84.9191,   7516,  0.00000,  0.00000,    0
18163,  37.9961, -87.5518, 179703,  0.00000,  0.00000,    0
18165,  39.7632, -87.4402,  16212,  0.00000,  0.00000,    0
18167,  39.4608, -87.3880, 107848,  0.00000,  0.00000,    0
18169,  40.8585, -85.8024,  32888,  0.00000,  0.00000,    0
18171,  40.3122, -87.3263,   8508,  0.00000,  0.00000,    0
18173,  38.0129, -87.3526,  59689,  0.00000,  0.00000,    0
18175,  38.5729, -86.0867,  28262,  0.00000,  0.00000,    0
18177,  39.8427, -84.9498,  68917,  0.00000,  0.00000,    0
18179,  40.7708, -85.1944,  27636,  0.00000,  0.00000,    0
18181,  40.7557, -86.8103,  24643,  0.00000,  0.00000,    0
18183,  41.1631, -85.4785,  33292,  0.00000,  0.00000,    0
19001,  41.3446, -94.4792,   7682,  0.00000,  0.00000,    0
19003,  41.0067, -94.7096,   4029,  0.00000,  0.00000,    0
19005,  43.2570, -91.4171,  14330,  0.00000,  0.00000,    0
19007,  40.7398, -92.8670,  12887,  0.00000,  0.00000,    0
19009,  41.6768, -94.9253,   6119,  0.00000,  0.00000,    0
19011,  42.0622, -92.0175,  26076,  0.00000,  0.00000,    0
19013,  42.4909, -92.3700, 131090,  0.00000,  0.00000,    0
19015,  42.0265, -93.8951,  26306,  0.00000,  0.00000,    0
19017,  42.7431, -92.3770,  24276,  0.00000,  0.00000,    0
19019,  42.4870, -91.9010,  20958,  0.00000,  0.00000,    0
19021,  42.6792, -95.1815,  20260,  0.00000,  0.00000,    0
19023,  42.7075, -92.7587,  14867,  0.00000,  0.00000,    0
19025,  42.4002, -94.6253,   9670,  0.00000,  0.00000,    0
19027,  42.0386, -94.8676,  20816,  0.00000,  0.00000,    0
19029,  41.3659, -94.9795,  13956,  0.00000,  0.00000,    0
19031,  41.7579, -91.1374,  18499,  0.00000,  0.00000,    0
19033,  43.1351, -93.2462,  44151,  0.00000,  0.00000,    0
19035,  42.7493, -95.5939,  12072,  0.00000,  0.00000,    0
19037,  43.0381, -92.3443,  12439,  0.00000,  0.00000,    0
19039,  41.0368, -93.7813,   9286,  0.00000,  0.00000,    0
19041,  43.1273, -95.1596,  16667,  0.00000,  0.00000,    0
19043,  42.8601, -91.3229,  18129,  0.00000,  0.00000,    0
19045,  41.8527, -90.3358,  49116,  0.00000,  0.00000,    0
19047,  42.0274, -95.3585,  17096,  0.00000,  0.00000,    0
19049,  41.6452, -93.9234,  66135,  0.00000,  0.00000,    0
19051,  40.7651, -92.4158,   8753,  0.00000,  0.00000,    0
19053,  40.7100, -93.8214,   8457,  0.00000,  0.00000,    0
19055,  42.4824, -91.3833,  17764,  0.00000,  0.00000,    0
19057,  40.8335, -91.1415,  40325,  0.00000,  0.00000,    0
19059,  43.3896, -95.1335,  16667,  0.00000,  0.00000,    0
19061,  42.4937, -90.7599,  93653,  0.00000,  0.00000,    0
19063,  43.3944, -94.7550,  10302,  0.00000,  0.00000,    0
19065,  42.8204, -91.8554,  20880,  0.00000,  0.00000,    0
19067,  43.0746, -92.7523,  16303,  0.00000,  0.00000,    0
19069,  42.7552, -93.2403,  10680,  0.00000,  0.00000,    0
19071,  40.7479, -95.6233,   7441,  0.00000,  0.00000,    0
19073,  42.0298, -94.3760,   9336,  0.00000,  0.00000,    0
19075,  42.3803, -92.7483,  12453,  0.00000,  0.00000,    0
19077,  41.6694, -94.4312,  10954,  0.00000,  0.00000,    0
19079,  42.4076, -93.7670,  15673,  0.00000,  0.00000,    0
19081,  43.0920, -93.7051,  11341,  0.00000,  0.00000,    0
19083,  42.4368, -93.2158,  17534,  0.00000,  0.00000,    0
19085,  41.6624, -95.8074,  14928,  0.00000,  0.00000,    0
19087,  40.9813, -91.5370,  20145,  0.00000,  0.00000,    0
19089,  43.3616, -92.2310,   9566,  0.00000,  0.00000,    0
19091,  42.7468, -94.2155,   9815,  0.00000,  0.00000,    0
19093,  42.3913, -95.5044,   7089,  0.00000,  0.00000,    0
19095,  41.7026, -92.0399,  16355,  0.00000,  0.00000,    0
19097,  42.1393, -90.5668,  19848,  0.00000,  0.00000,    0
19099,  41.6784, -93.0700,  36842,  0.00000,  0.00000,    0
19101,  41.0132, -91.9646,  16843,  0.00000,  0.00000,    0
19103,  41.6798, -91.5583, 130882,  0.00000,  0.00000,    0
19105,  42.1365, -91.1985,  20638,  0.00000,  0.00000,    0
19107,  41.3254, -92.1750,  10511,  0.00000,  0.00000,    0
19109,  43.1470, -94.2206,  15543,  0.00000,  0.00000,    0
19111,  40.5586, -91.3962,  35862,  0.00000,  0.00000,    0
19113,  42.0096, -91.6472, 211226,  0.00000,  0.00000,    0
19115,  41.2258, -91.2599,  11387,  0.00000,  0.00000,    0
19117,  41.0211, -93.3130,   8898,  0.00000,  0.00000,    0
19119,  43.3853, -96.2185,  11581,  0.00000,  0.00000,    0
19121,  41.3471, -93.9894,  15679,  0.00000,  0.00000,    0
19123,  41.3121, -92.6410,  22381,  0.00000,  0.00000,    0
19125,  41.3548, -93.0427,  33309,  0.00000,  0.00000,    0
19127,  42.0314, -92.9384,  40648,  0.00000,  0.00000,    0
19129,  41.0497, -95.6953,  15059,  0.00000,  0.00000,    0
19131,  43.3363, -92.8033,  10776,  0.00000,  0.00000,    0
19133,  42.0630, -95.9851,   9243,  0.00000,  0.00000,    0
19135,  41.0356, -92.8277,   7970,  0.00000,  0.00000,    0
19137,  41.0086, -95.1680,  10740,  0.00000,  0.00000,    0
19139,  41.4641, -91.0790,  42745,  0.00000,  0.00000,    0
19141,  43.1264, -95.6909,  14398,  0.00000,  0.00000,    0
19143,  43.3864, -95.6804,   6462,  0.00000,  0.00000,    0
19145,  40.7476, -95.1885,  15932,  0.00000,  0.00000,    0
19147,  43.0999, -94.6902,   9421,  0.00000,  0.00000,    0
19149,  42.7479, -96.2034,  24986,  0.00000,  0.00000,    0
19151,  42.7454, -94.7009,   7310,  0.00000,  0.00000,    0
19153,  41.6233, -93.6417, 430640,  0.00000,  0.00000,    0
19155,  41.2785, -95.7952,  93158,  0.00000,  0.00000,    0
19157,  41.7100, -92.6207,  18914,  0.00000,  0.00000,    0
19159,  40.7338, -94.2385,   5131,  0.00000,  0.00000,    0
19161,  42.3758, -95.0888,  10350,  0.00000,  0.00000,    0
19163,  41.5632, -90.5678, 165224,  0.00000,  0.00000,    0
19165,  41.6652, -95.3203,  12167,  0.00000,  0.00000,    0
19167,  43.0798, -96.1673,  33704,  0.00000,  0.00000,    0
19169,  42.0264, -93.6018,  89542,  0.00000,  0.00000,    0
19171,  42.0656, -92.5426,  17767,  0.00000,  0.00000,    0
19173,  40.7554, -94.6734,   6317,  0.00000,  0.00000,    0
19175,  41.0531, -94.3189,  12534,  0.00000,  0.00000,    0
19177,  40.7456, -91.9391,   7570,  0.00000,  0.00000,    0
19179,  41.0162, -92.4184,  35625,  0.00000,  0.00000,    0
19181,  41.4009, -93.5883,  46225,  0.00000,  0.00000,    0
19183,  41.3620, -91.6955,  21704,  0.00000,  0.00000,    0
19185,  40.7401, -93.3129,   6403,  0.00000,  0.00000,    0
19187,  42.4804, -94.1791,  38013,  0.00000,  0.00000,    0
19189,  43.3429, -93.6670,  10866,  0.00000,  0.00000,    0
19191,  43.2813, -91.8144,  21056,  0.00000,  0.00000,    0
19193,  42.4832, -96.3442, 102172,  0.00000,  0.00000,    0
19195,  43.3665, -93.2523,   7598,  0.00000,  0.00000,    0
19197,  42.7322, -93.7555,  13229,  0.00000,  0.00000,    0
20001,  37.8966, -95.3671,  13371,  0.00000,  0.00000,    0
20003,  38.2501, -95.2644,   8102,  0.00000,  0.00000,    0
20005,  39.5556, -95.1815,  16924,  0.00000,  0.00000,    0
20007,  37.2122, -98.5574,   4861,  0.00000,  0.00000,    0
20009,  38.3947, -98.7578,  27674,  0.00000,  0.00000,    0
20011,  37.8456, -94.7495,  15173,  0.00000,  0.00000,    0
20013,  39.8013, -95.5504,   9984,  0.00000,  0.00000,    0
20015,  37.7271, -96.9898,  65880,  0.00000,  0.00000,    0
20017,  38.3583, -96.5594,   2790,  0.00000,  0.00000,    0
20019,  37.1110, -96.2315,   3669,  0.00000,  0.00000,    0
20021,  37.1152, -94.7551,  21603,  0.00000,  0.00000,    0
20023,  39.7681,-101.7390,   2726,  0.00000,  0.00000,    0
20025,  37.2905, -99.8730,   2215,  0.00000,  0.00000,    0
20027,  39.3562, -97.1226,   8535,  0.00000,  0.00000,    0
20029,  39.5340, -97.6372,   9533,  0.00000,  0.00000,    0
20031,  38.2477, -95.7400,   8601,  0.00000,  0.00000,    0
20033,  37.2363, -99.3652,   1891,  0.00000,  0.00000,    0
20035,  37.1743, -96.9978,  36311,  0.00000,  0.00000,    0
20037,  37.4399, -94.7314,  39134,  0.00000,  0.00000,    0
20039,  39.8043,-100.4908,   2961,  0.00000,  0.00000,    0
20041,  38.8813, -97.1491,  19754,  0.00000,  0.00000,    0
20043,  39.7886, -95.0750,   7945,  0.00000,  0.00000,    0
20045,  38.9418, -95.2513, 110826,  0.00000,  0.00000,    0
20047,  37.9144, -99.3549,   3037,  0.00000,  0.00000,    0
20049,  37.4216, -96.2367,   2882,  0.00000,  0.00000,    0
20051,  38.8816, -99.3300,  28452,  0.00000,  0.00000,    0
20053,  38.7210, -98.2628,   6497,  0.00000,  0.00000,    0
20055,  37.9773,-100.8658,  36776,  0.00000,  0.00000,    0
20057,  37.7511, -99.9948,  33848,  0.00000,  0.00000,    0
20059,  38.6027, -95.2601,  25992,  0.00000,  0.00000,    0
20061,  39.0387, -96.8392,  34362,  0.00000,  0.00000,    0
20063,  39.0476,-100.3742,   2695,  0.00000,  0.00000,    0
20065,  39.3597, -99.8578,   2597,  0.00000,  0.00000,    0
20067,  37.5803,-101.3497,   7829,  0.00000,  0.00000,    0
20069,  37.7266,-100.4130,   6006,  0.00000,  0.00000,    0
20071,  38.4871,-101.7632,   1247,  0.00000,  0.00000,    0
20073,  37.8575, -96.2266,   6689,  0.00000,  0.00000,    0
20075,  37.9792,-101.7677,   2690,  0.00000,  0.00000,    0
20077,  37.2151, -98.0512,   6034,  0.00000,  0.00000,    0
20079,  38.0471, -97.3853,  34684,  0.00000,  0.00000,    0
20081,  37.5000,-100.8941,   4256,  0.00000,  0.00000,    0
20083,  38.0835, -99.8676,   1916,  0.00000,  0.00000,    0
20085,  39.4009, -95.7513,  13462,  0.00000,  0.00000,    0
20087,  39.2109, -95.3979,  19126,  0.00000,  0.00000,    0
20089,  39.7755, -98.2012,   3077,  0.00000,  0.00000,    0
20091,  38.9280, -94.7371, 544179,  0.00000,  0.00000,    0
20093,  37.9542,-101.2380,   3977,  0.00000,  0.00000,    0
20095,  37.6084, -98.0977,   7858,  0.00000,  0.00000,    0
20097,  37.5987, -99.2570,   2553,  0.00000,  0.00000,    0
20099,  37.2582, -95.2606,  21607,  0.00000,  0.00000,    0
20101,  38.5030,-100.4878,   1750,  0.00000,  0.00000,    0
20103,  39.2385, -94.9593,  76227,  0.00000,  0.00000,    0
20105,  39.0361, -98.1753,   3241,  0.00000,  0.00000,    0
20107,  38.2374, -94.8016,   9656,  0.00000,  0.00000,    0
20109,  39.0983,-100.9253,   2756,  0.00000,  0.00000,    0
20111,  38.4162, -96.1798,  33690,  0.00000,  0.00000,    0
20113,  38.3812, -97.6476,  29180,  0.00000,  0.00000,    0
20115,  38.3264, -97.1245,  12660,  0.00000,  0.00000,    0
20117,  39.8000, -96.5736,  10117,  0.00000,  0.00000,    0
20119,  37.2921,-100.3942,   4575,  0.00000,  0.00000,    0
20121,  38.5904, -94.8364,  32787,  0.00000,  0.00000,    0
20123,  39.4550, -98.1742,   6373,  0.00000,  0.00000,    0
20125,  37.1400, -95.6953,  35471,  0.00000,  0.00000,    0
20127,  38.6982, -96.5888,   5923,  0.00000,  0.00000,    0
20129,  37.0471,-101.8383,   3233,  0.00000,  0.00000,    0
20131,  39.8299, -95.9626,  10178,  0.00000,  0.00000,    0
20133,  37.6250, -95.3948,  16512,  0.00000,  0.00000,    0
20135,  38.4924, -99.8988,   3107,  0.00000,  0.00000,    0
20137,  39.8206, -99.8783,   5671,  0.00000,  0.00000,    0
20139,  38.6989, -95.7116,  16295,  0.00000,  0.00000,    0
20141,  39.4248, -98.7076,   3858,  0.00000,  0.00000,    0
20143,  39.0964, -97.6818,   6091,  0.00000,  0.00000,    0
20145,  38.1785, -99.1473,   6973,  0.00000,  0.00000,    0
20147,  39.7570, -99.3494,   5642,  0.00000,  0.00000,    0
20149,  39.2585, -96.3161,  21604,  0.00000,  0.00000,    0
20151,  37.6451, -98.7312,   9656,  0.00000,  0.00000,    0
20153,  39.8078,-101.0538,   2519,  0.00000,  0.00000,    0
20155,  38.0509, -97.9330,  64511,  0.00000,  0.00000,    0
20157,  39.8182, -97.6592,   4980,  0.00000,  0.00000,    0
20159,  38.3220, -98.2010,  10083,  0.00000,  0.00000,    0
20161,  39.1895, -96.6330,  71115,  0.00000,  0.00000,    0
20163,  39.3143, -99.3168,   5181,  0.00000,  0.00000,    0
20165,  38.5258, -99.2836,   3307,  0.00000,  0.00000,    0
20167,  38.9045, -98.8250,   6970,  0.00000,  0.00000,    0
20169,  38.8158, -97.6068,  55606,  0.00000,  0.00000,    0
20171,  38.4823,-100.9136,   4936,  0.00000,  0.00000,    0
20173,  37.6788, -97.3446, 498365,  0.00000,  0.00000,    0
20175,  37.0522,-100.9161,  22952,  0.00000,  0.00000,    0
20177,  39.0356, -95.7055, 177934,  0.00000,  0.00000,    0
20179,  39.3679,-100.4680,   2556,  0.00000,  0.00000,    0
20181,  39.3493,-101.7263,   6010,  0.00000,  0.00000,    0
20183,  39.7707, -98.8096,   3853,  0.00000,  0.00000,    0
20185,  38.0069, -98.7367,   4437,  0.00000,  0.00000,    0
20187,  37.5663,-101.7562,   2235,  0.00000,  0.00000,    0
20189,  37.1901,-101.3223,   5724,  0.00000,  0.00000,    0
20191,  37.3041, -97.4069,  24132,  0.00000,  0.00000,    0
20193,  39.3844,-101.0462,   7900,  0.00000,  0.00000,    0
20195,  39.0045, -99.8820,   3001,  0.00000,  0.00000,    0
20197,  38.9848, -96.1776,   7053,  0.00000,  0.00000,    0
20199,  38.8886,-101.7653,   1485,  0.00000,  0.00000,    0
20201,  39.7820, -97.0541,   5799,  0.00000,  0.00000,    0
20203,  38.4943,-101.3494,   2234,  0.00000,  0.00000,    0
20205,  37.5126, -95.7412,   9409,  0.00000,  0.00000,    0
20207,  37.8733, -95.7395,   3309,  0.00000,  0.00000,    0
20209,  39.1041, -94.7079, 157505,  0.00000,  0.00000,    0
21001,  37.1078, -85.2791,  18656,  0.00000,  0.00000,    0
21003,  36.7479, -86.2081,  19956,  0.00000,  0.00000,    0
21005,  38.0281, -84.9231,  21421,  0.00000,  0.00000,    0
21007,  37.0442, -88.9789,   8249,  0.00000,  0.00000,    0
21009,  36.9968, -85.9318,  42173,  0.00000,  0.00000,    0
21011,  38.1394, -83.7366,  11591,  0.00000,  0.00000,    0
21013,  36.6879, -83.7014,  28691,  0.00000,  0.00000,    0
21015,  38.9871, -84.6797, 118811,  0.00000,  0.00000,    0
21017,  38.2030, -84.2466,  19985,  0.00000,  0.00000,    0
21019,  38.4319, -82.6666,  49542,  0.00000,  0.00000,    0
21021,  37.6358, -84.7995,  28432,  0.00000,  0.00000,    0
21023,  38.7026, -84.0701,   8488,  0.00000,  0.00000,    0
21025,  37.5201, -83.3777,  13878,  0.00000,  0.00000,    0
21027,  37.7704, -86.4105,  20059,  0.00000,  0.00000,    0
21029,  38.0229, -85.6554,  74319,  0.00000,  0.00000,    0
21031,  37.2189, -86.6806,  12690,  0.00000,  0.00000,    0
21033,  37.1274, -87.8792,  12984,  0.00000,  0.00000,    0
21035,  36.6202, -88.3058,  37191,  0.00000,  0.00000,    0
21037,  39.0350, -84.4414,  90336,  0.00000,  0.00000,    0
21039,  36.8543, -88.9479,   5104,  0.00000,  0.00000,    0
21041,  38.6686, -85.1393,  10811,  0.00000,  0.00000,    0
21043,  38.3135, -83.0381,  27720,  0.00000,  0.00000,    0
21045,  37.3033, -84.9242,  15955,  0.00000,  0.00000,    0
21047,  36.8110, -87.4782,  73955,  0.00000,  0.00000,    0
21049,  37.9868, -84.1823,  35613,  0.00000,  0.00000,    0
21051,  37.1696, -83.7468,  21730,  0.00000,  0.00000,    0
21053,  36.7140, -85.1352,  10272,  0.00000,  0.00000,    0
21055,  37.3325, -88.0951,   9315,  0.00000,  0.00000,    0
21057,  36.7789, -85.3891,   6856,  0.00000,  0.00000,    0
21059,  37.7477, -87.0950,  96656,  0.00000,  0.00000,    0
21061,  37.1968, -86.2553,  12161,  0.00000,  0.00000,    0
21063,  38.1221, -83.1065,   7852,  0.00000,  0.00000,    0
21065,  37.7063, -83.9889,  14672,  0.00000,  0.00000,    0
21067,  38.0205, -84.4966, 295803,  0.00000,  0.00000,    0
